age,income,loan_amount,credit_history_years,num_accounts,employment_type,education,target
35,67135.13,22413.36,10,8,employed,bachelor,1
18,53910.44,1000.0,3,2,self_employed,secondary,0
53,68929.22,1000.0,3,5,employed,phd,1
28,58798.16,15026.29,9,5,self_employed,secondary,0
57,60251.57,15769.02,12,3,self_employed,master,1
45,73136.37,18233.72,14,8,unemployed,secondary,1
42,45452.65,10688.21,9,2,employed,bachelor,1
26,60806.73,7656.61,7,1,employed,bachelor,1
54,53754.64,14941.47,12,3,unemployed,secondary,1
26,28287.93,11467.37,14,9,self_employed,bachelor,1
39,41590.88,27408.57,0,2,employed,secondary,0
61,91364.13,12406.18,4,6,self_employed,bachelor,1
65,67694.47,14574.52,5,2,self_employed,master,0
69,33528.23,34803.35,8,4,employed,bachelor,1
67,29192.91,13441.92,4,5,self_employed,bachelor,0
46,57756.72,19449.25,4,1,self_employed,secondary,1
28,91223.73,20170.48,0,3,employed,secondary,0
61,56264.84,20851.21,0,6,employed,master,0
59,86139.99,17315.9,6,1,employed,bachelor,1
69,67038.62,16550.73,14,5,employed,bachelor,0
51,69425.01,15802.67,4,6,employed,bachelor,1
25,33285.59,10392.05,3,2,self_employed,bachelor,0
44,78750.46,17604.15,3,2,employed,secondary,0
41,53301.36,31229.17,14,5,unemployed,secondary,0
61,77261.85,24685.46,9,7,self_employed,bachelor,1
38,43716.6,17431.34,9,1,self_employed,secondary,0
35,63540.99,21846.64,2,4,employed,secondary,0
22,67040.06,8046.59,13,9,employed,bachelor,1
61,56919.33,12915.9,2,4,self_employed,bachelor,1
57,68090.9,22582.8,14,3,employed,bachelor,0
20,54672.06,26897.34,14,7,employed,master,1
40,47018.8,8833.07,8,5,employed,bachelor,1
42,92109.67,11131.29,13,4,employed,secondary,0
42,80979.06,32451.01,14,8,self_employed,master,0
65,44782.71,15770.09,8,1,employed,bachelor,1
25,71368.89,29586.9,11,7,employed,bachelor,0
33,45146.42,16654.86,8,4,employed,master,1
27,36306.31,16969.44,7,8,employed,secondary,0
30,80676.19,12556.07,5,7,employed,bachelor,0
65,25918.01,22540.44,9,9,unemployed,secondary,0
66,78537.12,25862.22,4,2,unemployed,secondary,1
20,54945.55,6719.98,2,2,unemployed,bachelor,0
50,55769.07,12180.4,4,9,employed,secondary,1
30,68195.02,22320.63,0,4,employed,secondary,0
28,71623.98,13963.61,14,8,employed,bachelor,1
33,43473.14,11052.92,3,7,self_employed,secondary,0
28,74354.51,23076.34,11,5,self_employed,bachelor,1
43,62267.41,23827.63,6,1,self_employed,secondary,1
69,34878.9,11402.86,5,1,employed,bachelor,1
48,56602.51,16698.93,3,7,employed,bachelor,0
55,87625.58,5332.2,12,1,unemployed,bachelor,1
43,93531.9,7836.15,7,1,employed,bachelor,1
18,74346.97,15993.32,6,2,self_employed,phd,1
22,36193.13,15251.25,9,9,self_employed,secondary,0
31,69812.14,7264.99,12,6,employed,bachelor,0
30,77017.22,9272.21,9,7,unemployed,master,0
61,74514.16,6479.65,7,6,unemployed,bachelor,0
61,75699.09,18640.48,13,6,self_employed,phd,1
62,67265.26,1000.0,13,3,employed,bachelor,1
51,58551.75,6907.38,14,4,employed,bachelor,1
46,47832.65,1000.0,1,5,self_employed,secondary,1
51,22041.29,18352.16,13,9,employed,secondary,1
39,66792.84,1000.0,2,9,employed,bachelor,0
52,63721.06,15253.83,9,7,employed,bachelor,0
59,71151.52,28116.19,9,8,employed,master,1
57,33249.13,28387.47,3,8,self_employed,phd,1
49,72900.33,1000.0,0,7,employed,secondary,0
21,101090.9,17387.28,14,8,employed,bachelor,1
55,61569.0,7088.23,13,1,employed,master,1
37,58766.69,5454.91,2,1,employed,master,1
56,66180.05,14092.24,9,4,employed,master,1
46,100646.74,24826.33,2,1,employed,bachelor,1
63,39527.04,19797.27,8,4,employed,phd,1
35,64064.14,9278.87,4,2,employed,bachelor,0
66,44006.85,20640.27,11,9,self_employed,secondary,1
61,49059.91,1000.0,8,6,employed,secondary,1
35,59008.19,8976.43,7,1,employed,bachelor,0
43,86946.46,8408.87,10,6,employed,master,0
45,96019.81,15626.57,7,7,self_employed,bachelor,0
57,68962.84,13377.38,0,3,employed,bachelor,1
53,52468.11,13868.23,8,8,employed,bachelor,1
62,109854.78,13602.24,11,9,self_employed,bachelor,1
37,51448.91,15179.26,7,9,self_employed,secondary,1
44,48577.28,19321.05,2,1,employed,bachelor,0
40,24501.14,16194.65,0,5,self_employed,secondary,0
65,87921.83,12725.19,4,7,self_employed,bachelor,1
33,79364.91,18213.99,11,4,employed,bachelor,1
48,108356.11,21608.99,4,5,unemployed,bachelor,0
24,32209.53,10551.79,14,3,employed,bachelor,1
62,89163.42,14524.78,4,4,self_employed,phd,1
37,61402.71,24295.25,6,7,unemployed,master,1
35,76122.0,6177.91,11,1,unemployed,secondary,1
48,27044.46,29437.62,9,8,employed,secondary,0
43,89361.64,4286.76,0,7,self_employed,secondary,1
62,75730.34,12237.08,1,2,employed,secondary,1
45,59221.8,7398.48,2,7,employed,secondary,1
44,72902.25,32503.42,13,5,unemployed,master,0
23,44690.09,10973.2,0,3,employed,master,1
19,48411.2,10993.27,1,5,self_employed,secondary,0
38,50731.11,12034.01,11,5,employed,master,1
69,22945.44,15764.82,9,2,employed,master,1
65,77235.17,12372.47,14,6,employed,bachelor,1
50,83831.87,13936.91,3,6,employed,master,0
50,45973.12,1000.0,9,4,employed,phd,1
38,66964.06,15457.28,2,5,employed,phd,1
27,54689.19,15142.45,8,6,unemployed,bachelor,1
18,66565.48,23308.55,1,5,self_employed,bachelor,0
35,47448.46,25472.49,13,4,self_employed,secondary,1
34,42331.5,13498.34,6,9,employed,phd,0
27,81041.5,21529.83,3,8,employed,secondary,1
31,58722.59,6187.45,14,4,self_employed,bachelor,1
19,100442.18,21138.74,0,7,employed,secondary,1
49,60926.2,10420.19,11,8,employed,bachelor,1
66,41478.44,5522.42,7,1,unemployed,secondary,1
53,84538.82,13515.29,10,6,employed,master,1
41,72616.0,26203.78,3,8,unemployed,bachelor,0
39,74537.46,16448.04,13,1,employed,bachelor,1
33,83812.01,26971.91,6,4,employed,bachelor,1
25,46944.07,9010.14,6,8,employed,bachelor,1
49,57454.93,23382.81,6,9,unemployed,master,0
47,56571.0,9782.72,4,9,self_employed,master,1
18,34185.07,16802.63,4,6,self_employed,master,0
39,54728.2,16733.46,2,1,employed,bachelor,0
32,86727.59,20291.93,7,1,unemployed,master,1
26,64746.76,17005.92,7,8,employed,bachelor,0
54,33078.77,9086.52,5,7,employed,bachelor,1
45,28883.21,22042.46,14,2,self_employed,bachelor,1
50,93295.52,28853.25,1,2,self_employed,bachelor,0
55,58193.62,10329.57,13,2,self_employed,bachelor,1
69,47051.8,1000.0,13,8,employed,bachelor,1
59,54520.16,18994.56,0,7,unemployed,secondary,0
50,30453.84,12350.56,10,9,employed,bachelor,1
63,88461.9,13951.18,3,2,unemployed,bachelor,1
42,52138.94,19449.42,0,7,employed,bachelor,0
69,87348.03,11348.86,12,9,employed,master,1
57,61033.03,12849.18,1,5,employed,secondary,0
51,88590.64,14199.04,4,7,employed,secondary,1
64,65133.89,26758.03,1,6,employed,bachelor,0
44,77064.65,15240.56,2,1,self_employed,secondary,0
55,74381.86,5114.61,0,4,self_employed,secondary,1
32,72465.82,5432.97,12,3,employed,bachelor,0
68,66958.69,16113.84,0,1,employed,secondary,1
50,55342.99,5964.58,11,6,self_employed,bachelor,0
58,98308.69,2501.57,2,9,unemployed,secondary,1
41,41861.26,20084.29,13,1,employed,secondary,1
63,60086.15,20475.99,12,3,unemployed,bachelor,1
21,60297.72,12054.91,9,7,employed,phd,1
23,68048.82,17349.27,12,3,self_employed,bachelor,0
44,51410.55,16504.97,4,2,self_employed,secondary,0
56,66294.93,19819.36,11,2,employed,bachelor,0
60,56623.15,19838.0,3,1,employed,bachelor,0
40,28360.95,1000.0,9,9,self_employed,bachelor,1
51,60191.05,13076.01,13,5,employed,secondary,1
46,37988.69,19143.23,10,9,employed,secondary,1
67,25312.28,11716.35,4,7,employed,bachelor,0
52,62737.47,15289.62,11,4,self_employed,bachelor,1
39,69757.67,21005.6,13,9,employed,master,1
68,70533.96,15647.4,13,3,employed,bachelor,1
23,71343.41,27063.36,11,2,unemployed,bachelor,1
69,21348.22,24015.89,10,8,self_employed,bachelor,1
26,32779.66,14051.49,11,5,employed,bachelor,1
32,99470.43,13415.63,11,4,employed,bachelor,1
60,39055.82,1000.0,2,6,employed,secondary,1
56,72216.82,12387.98,12,9,employed,master,1
68,46261.25,4173.85,2,3,employed,secondary,1
56,61593.45,16769.84,8,9,employed,bachelor,1
51,47334.92,16222.97,5,9,employed,bachelor,1
36,71230.82,20566.85,3,7,self_employed,master,0
18,62735.48,26173.36,4,2,employed,secondary,0
24,51034.2,14789.84,1,1,employed,master,1
33,38996.56,33243.33,6,2,unemployed,secondary,0
20,65355.48,16859.61,6,7,employed,secondary,0
44,35745.62,4518.27,6,4,self_employed,master,0
58,68549.62,10503.42,1,9,employed,secondary,1
68,112529.7,12018.03,9,1,employed,bachelor,1
43,87003.4,19737.02,2,4,employed,bachelor,1
63,74366.96,7422.0,12,3,employed,master,1
69,58287.85,12616.19,0,8,self_employed,master,0
62,21224.95,13711.68,0,2,employed,secondary,1
42,33554.27,11415.03,4,4,employed,master,1
34,85655.86,21491.32,6,8,employed,secondary,1
68,44204.88,20130.57,14,9,employed,bachelor,1
30,46014.96,24332.54,7,9,employed,master,0
39,56686.99,12351.8,5,6,employed,bachelor,1
21,38759.07,24620.22,12,2,employed,bachelor,1
59,35464.63,4088.02,3,1,self_employed,master,0
51,58990.52,3892.93,13,4,self_employed,bachelor,1
22,42169.41,5289.59,6,5,employed,master,1
29,45179.63,15073.69,4,5,unemployed,secondary,0
46,44376.18,24619.02,4,1,employed,bachelor,1
46,70447.2,10182.86,0,7,employed,master,1
59,55357.49,11186.45,10,4,self_employed,secondary,1
31,56428.56,13271.86,8,1,self_employed,bachelor,1
66,71938.92,19582.62,9,9,employed,master,1
41,57159.21,11179.0,9,4,unemployed,bachelor,0
60,54434.92,10732.66,0,3,unemployed,secondary,1
30,69409.01,4236.84,13,5,employed,secondary,1
19,73363.96,10426.23,7,9,employed,secondary,1
20,57058.53,24419.69,10,8,self_employed,secondary,1
37,61612.16,15727.41,0,1,unemployed,secondary,0
67,44364.2,9081.16,11,7,employed,master,1
20,42786.34,24889.15,10,6,employed,secondary,1
37,75382.95,10318.29,5,8,self_employed,master,1
23,68898.84,26359.64,14,9,employed,phd,1
66,69105.97,26228.86,9,7,self_employed,secondary,0
53,65617.09,15448.09,13,6,employed,phd,1
57,60924.07,3011.6,12,4,self_employed,secondary,1
55,73928.24,33316.0,3,9,employed,bachelor,1
52,78702.18,18098.21,14,9,employed,phd,1
58,78224.56,12408.9,11,9,self_employed,master,1
18,57984.44,22649.02,2,9,employed,secondary,1
63,87739.85,20618.42,11,6,employed,secondary,1
56,64569.21,25487.51,6,9,employed,secondary,1
56,72647.52,9701.22,12,8,unemployed,master,1
38,65641.76,17547.79,2,3,employed,secondary,0
59,64940.13,5513.04,3,1,self_employed,bachelor,1
37,45284.96,20330.68,5,9,employed,secondary,0
20,74027.02,14816.44,6,4,self_employed,bachelor,1
65,116905.89,17248.07,9,8,employed,bachelor,1
30,52504.1,13829.2,3,3,employed,secondary,1
23,61419.89,12992.09,10,4,employed,bachelor,1
50,51075.89,8054.15,0,8,employed,bachelor,1
30,50239.6,21323.44,4,5,self_employed,bachelor,0
62,90888.99,26917.63,9,7,self_employed,bachelor,1
41,46540.58,10546.65,3,3,self_employed,bachelor,0
18,50518.39,19428.32,6,6,self_employed,master,0
67,28250.14,18457.47,9,5,self_employed,bachelor,0
44,44847.77,15064.78,3,9,unemployed,bachelor,0
31,25832.0,2787.23,14,5,self_employed,secondary,1
53,72636.09,4587.22,12,1,employed,secondary,1
45,115993.94,8752.14,14,7,employed,master,1
19,52666.42,1000.0,7,9,employed,master,1
57,26664.84,26264.25,5,8,self_employed,secondary,0
38,77999.99,17941.63,14,1,employed,bachelor,1
54,45461.5,14760.31,10,9,employed,bachelor,0
64,85986.94,1000.0,11,4,self_employed,bachelor,1
49,54359.42,1000.0,2,8,employed,secondary,0
52,47363.69,14981.27,13,6,employed,phd,1
31,56440.85,30763.92,7,9,self_employed,secondary,0
30,75155.54,9410.85,11,4,employed,phd,1
39,55451.59,21910.38,12,6,employed,secondary,1
62,50065.51,11160.78,1,7,employed,secondary,0
45,56023.37,15441.91,1,2,employed,secondary,1
36,34562.9,24717.47,0,7,employed,secondary,0
58,67940.63,12232.39,9,2,employed,phd,0
62,24265.47,9479.16,13,8,self_employed,bachelor,1
64,51117.57,26344.56,0,2,self_employed,secondary,0
33,75187.7,15364.46,2,2,employed,phd,1
54,66060.97,23729.64,7,5,employed,secondary,1
48,71806.41,9518.01,5,2,employed,secondary,1
41,58699.09,26253.39,1,1,employed,secondary,0
38,83394.92,17189.02,9,1,employed,bachelor,0
23,78493.98,18478.3,13,3,employed,master,1
32,68922.82,16053.03,3,5,employed,secondary,1
46,78550.92,10956.2,0,1,self_employed,bachelor,0
64,75008.47,14986.54,3,2,employed,secondary,1
63,51210.73,11459.28,2,6,unemployed,secondary,0
27,33122.02,22676.37,6,3,employed,bachelor,1
53,68407.24,13375.54,1,7,self_employed,bachelor,0
22,70921.78,3027.94,5,8,employed,bachelor,0
53,81809.44,1564.61,1,1,self_employed,secondary,1
35,41273.57,1186.25,10,9,unemployed,secondary,1
41,41871.38,19943.77,7,7,employed,bachelor,0
55,69198.01,5787.97,1,8,employed,bachelor,0
40,58576.66,17400.69,0,5,unemployed,bachelor,0
59,22284.77,16092.6,7,1,unemployed,secondary,0
45,67502.16,14482.33,8,8,unemployed,master,0
69,22951.54,18507.24,2,6,employed,secondary,1
51,41094.87,16266.43,4,1,employed,bachelor,0
33,87033.63,1000.0,9,2,employed,bachelor,1
58,96497.58,12411.0,7,2,self_employed,secondary,1
39,35686.87,18400.83,1,4,employed,bachelor,0
45,53412.17,28122.26,5,4,employed,bachelor,0
25,60852.45,28491.66,2,4,employed,bachelor,0
24,95624.54,4094.8,13,8,employed,master,1
47,50142.62,12202.2,12,9,self_employed,bachelor,0
27,50462.32,2471.08,4,7,employed,secondary,1
69,90974.51,27159.08,3,6,self_employed,secondary,1
62,52504.22,23102.85,2,8,employed,bachelor,1
54,74444.03,17804.7,11,3,employed,secondary,1
56,30457.14,16328.76,13,6,employed,master,1
48,56575.35,26045.05,4,6,employed,secondary,0
21,26808.06,24690.6,9,3,employed,secondary,1
38,38891.32,24264.36,3,9,self_employed,secondary,0
43,76784.03,18653.44,13,3,employed,master,1
65,59001.89,12206.17,4,1,employed,bachelor,1
29,53617.89,21137.0,1,3,self_employed,bachelor,0
43,45025.01,21528.34,13,8,employed,secondary,1
35,55586.88,13474.9,14,4,employed,master,1
24,66022.26,12190.01,5,2,employed,master,0
23,79658.32,24066.51,13,8,employed,bachelor,1
36,10000.0,28312.93,3,2,employed,master,1
22,43364.78,9004.83,4,2,employed,master,0
21,63181.92,12892.99,8,9,employed,secondary,1
36,58022.74,17807.46,9,3,employed,secondary,1
28,68067.52,18892.79,5,1,self_employed,bachelor,1
46,65350.81,10821.07,11,4,self_employed,bachelor,0
18,53902.64,30068.17,11,7,employed,master,1
33,49462.94,18376.76,1,7,employed,bachelor,0
41,55089.97,19251.07,14,1,self_employed,secondary,1
68,82974.85,29071.07,2,3,employed,bachelor,0
50,45359.84,11407.51,7,6,self_employed,bachelor,1
63,58743.87,14292.54,6,6,employed,secondary,1
35,63666.84,4973.42,6,6,employed,secondary,1
41,91207.02,13621.2,1,4,employed,secondary,0
39,53993.83,3088.58,5,8,self_employed,master,1
64,79176.13,20982.79,0,1,employed,secondary,0
67,84639.59,18359.97,14,8,employed,secondary,1
68,58724.91,12783.45,2,9,employed,master,1
57,55785.62,14196.61,7,7,self_employed,secondary,0
44,53418.93,21091.73,3,4,employed,bachelor,0
46,54883.54,5913.63,2,4,self_employed,bachelor,0
68,77084.8,16633.34,5,4,employed,master,1
32,64620.2,20596.08,14,2,employed,secondary,1
36,64705.79,1000.0,7,2,employed,secondary,1
64,37495.53,20479.5,14,6,unemployed,secondary,0
38,40650.2,1607.5,12,5,employed,master,1
30,102868.94,14059.24,6,5,employed,master,1
47,56443.49,5692.87,13,5,self_employed,secondary,1
34,44504.56,26449.97,5,1,employed,secondary,1
64,88621.98,5743.03,7,8,employed,secondary,0
65,65636.17,1798.48,10,9,employed,secondary,1
33,71563.1,16066.82,8,3,self_employed,secondary,1
45,57239.06,11690.38,12,3,employed,master,1
69,53626.54,2963.16,2,6,self_employed,secondary,0
56,56608.27,19206.52,7,1,self_employed,master,1
29,32345.24,1000.0,9,1,employed,secondary,1
48,58241.45,6710.07,4,9,employed,master,1
50,65920.66,10398.25,13,2,self_employed,bachelor,1
51,97009.26,21417.78,4,6,unemployed,secondary,0
19,61719.98,25363.75,4,8,self_employed,master,0
33,13316.46,23822.26,4,7,employed,secondary,1
62,58120.29,13773.81,10,3,self_employed,master,1
30,114790.08,1000.0,1,2,self_employed,master,1
33,77327.32,18126.82,2,7,unemployed,phd,1
34,43782.22,26764.59,11,4,employed,master,0
27,71822.13,24870.32,3,9,self_employed,secondary,1
26,45159.73,18703.59,1,6,self_employed,bachelor,1
36,32923.85,5483.98,3,1,unemployed,bachelor,0
63,53032.61,10797.54,5,3,self_employed,secondary,0
18,61830.53,30470.52,0,7,unemployed,bachelor,0
32,22556.89,3666.16,12,7,employed,secondary,0
21,37016.81,5817.27,1,7,employed,bachelor,0
47,60206.71,22540.41,6,3,employed,secondary,0
31,51836.54,11550.73,3,3,self_employed,secondary,1
59,67896.23,5545.96,4,2,employed,phd,1
48,35706.63,27223.77,0,7,self_employed,master,0
58,74282.27,18688.45,14,1,unemployed,secondary,1
51,36324.82,11945.59,14,8,unemployed,secondary,1
40,92854.69,5833.8,1,3,self_employed,bachelor,0
62,25684.83,31379.25,2,5,self_employed,secondary,0
42,38148.91,14804.39,13,3,employed,bachelor,0
67,68347.42,26178.62,6,4,employed,master,0
69,93284.67,22149.07,0,7,employed,secondary,0
48,66300.86,10832.79,2,2,self_employed,secondary,1
53,71257.16,10896.47,6,6,employed,secondary,1
31,60350.74,26570.52,8,1,employed,secondary,0
60,39472.03,26700.14,9,2,self_employed,bachelor,0
52,50197.23,1000.0,2,7,employed,secondary,1
64,35761.81,19398.24,5,6,self_employed,phd,1
31,34425.8,14030.28,3,6,employed,bachelor,0
58,68034.98,6733.41,8,3,self_employed,secondary,1
42,37536.44,17093.97,4,2,employed,bachelor,1
27,66391.08,4203.23,3,4,self_employed,bachelor,0
26,33963.54,11268.36,12,2,self_employed,bachelor,0
47,65927.66,8612.21,8,8,employed,bachelor,0
34,50226.35,11001.67,7,3,employed,secondary,0
23,88132.31,14428.17,2,7,unemployed,secondary,0
40,66474.38,6875.47,1,2,employed,secondary,0
51,84715.66,27585.43,11,6,self_employed,secondary,0
34,44887.07,18946.27,14,2,employed,bachelor,1
67,61122.87,29356.5,8,3,self_employed,phd,1
58,40378.26,13719.36,0,4,employed,bachelor,0
44,51727.9,10609.68,7,2,employed,phd,1
66,54757.92,29067.32,4,2,employed,bachelor,0
40,45482.84,10375.52,0,7,employed,secondary,1
25,35689.94,13573.66,2,4,employed,master,1
19,31729.65,20760.38,7,6,unemployed,secondary,0
66,13205.04,5098.19,6,6,self_employed,secondary,1
67,38873.07,20690.36,8,6,unemployed,master,1
56,72549.88,19666.78,10,6,self_employed,bachelor,1
23,28030.03,25154.6,3,9,self_employed,master,0
33,32637.54,22120.36,4,6,employed,secondary,0
20,95817.97,25399.83,10,4,unemployed,master,0
20,47270.08,14116.62,2,3,employed,secondary,0
30,66420.92,8098.64,1,8,employed,secondary,0
47,72846.34,31879.88,12,4,self_employed,master,1
21,73250.52,2786.44,3,6,unemployed,bachelor,1
69,29553.72,3587.9,1,8,employed,bachelor,0
41,55378.81,19521.02,11,3,employed,master,1
31,27635.45,27999.89,7,3,self_employed,master,0
44,108926.36,16516.41,2,1,self_employed,secondary,1
59,28102.49,22994.43,12,1,employed,secondary,0
34,39043.2,1000.0,3,6,self_employed,master,1
20,39187.98,11003.64,10,5,employed,bachelor,1
20,30066.79,1000.0,9,3,employed,bachelor,1
62,87051.88,21243.29,12,2,self_employed,secondary,0
23,108448.96,2622.15,10,7,employed,secondary,1
51,50485.02,4777.45,10,1,self_employed,phd,1
37,33591.54,19112.2,0,7,employed,bachelor,0
58,15261.49,23494.59,14,9,self_employed,master,1
21,55117.83,13728.26,1,5,employed,secondary,0
64,53672.69,19561.38,3,5,unemployed,secondary,0
54,46974.08,19302.31,6,5,self_employed,bachelor,1
41,64427.51,13276.59,4,1,employed,master,1
28,67903.46,6242.36,8,6,unemployed,secondary,0
68,66461.67,19519.13,0,4,employed,secondary,0
33,53677.5,19904.77,6,5,employed,bachelor,1
43,37967.56,22152.2,5,1,unemployed,secondary,0
38,73316.66,17496.53,9,8,unemployed,bachelor,0
29,60250.28,5652.0,7,4,self_employed,bachelor,0
39,77767.15,20522.72,11,1,unemployed,secondary,0
25,75801.51,14988.95,2,8,employed,bachelor,0
18,31564.76,11138.1,14,9,employed,secondary,1
33,31315.56,12642.91,5,5,employed,bachelor,1
23,44889.19,9477.94,5,1,employed,master,0
39,38874.69,22110.75,8,9,self_employed,master,0
62,75105.04,3655.08,2,2,employed,bachelor,1
26,67026.19,7052.11,12,3,employed,bachelor,1
18,81983.68,12369.82,3,7,employed,secondary,1
23,67929.74,27910.01,13,3,employed,bachelor,1
44,64172.99,23434.24,2,1,self_employed,secondary,0
32,83994.6,1873.27,12,7,employed,bachelor,1
43,69394.55,25810.78,5,3,self_employed,secondary,0
19,61362.02,25795.36,9,8,self_employed,bachelor,1
35,89609.06,5607.93,13,2,employed,bachelor,1
39,62303.62,1000.0,1,9,unemployed,bachelor,0
40,53913.19,14422.23,5,7,unemployed,secondary,0
46,43243.53,23979.4,14,3,employed,bachelor,1
58,74060.51,27730.1,2,6,self_employed,bachelor,1
42,84741.01,8033.38,1,9,employed,master,0
61,58988.25,29015.83,7,1,employed,bachelor,0
45,86158.31,1000.0,0,8,self_employed,secondary,1
31,20599.7,12055.6,14,5,self_employed,master,1
29,58890.93,11662.31,13,9,self_employed,secondary,0
34,59198.1,24218.7,2,2,self_employed,secondary,0
49,45460.11,25386.42,2,7,self_employed,secondary,1
30,107677.22,22633.79,11,9,employed,bachelor,0
65,58676.15,4195.6,7,4,employed,bachelor,1
42,51845.38,21900.95,12,1,employed,bachelor,1
62,60519.24,19072.34,14,4,employed,master,1
53,19943.73,1630.12,6,6,self_employed,bachelor,1
35,44802.64,1000.0,3,6,employed,secondary,0
29,79664.8,23303.91,9,5,employed,bachelor,1
56,47421.09,13559.21,9,9,employed,bachelor,1
35,43422.5,4718.54,6,6,employed,bachelor,0
30,86190.51,13334.62,4,6,employed,bachelor,0
66,86805.09,17912.33,3,9,employed,bachelor,1
43,70339.81,14337.19,7,9,employed,bachelor,0
20,50897.65,2584.11,6,4,employed,secondary,0
43,55210.58,30084.46,6,3,employed,master,0
41,43917.0,23033.74,1,7,unemployed,secondary,0
62,40104.54,12316.98,13,5,employed,secondary,1
55,39111.67,12639.24,10,5,employed,bachelor,0
27,47638.91,17875.9,13,7,employed,master,1
25,39305.58,5963.03,12,6,self_employed,bachelor,1
49,28725.9,17581.41,9,9,employed,bachelor,1
20,64388.05,4354.14,4,4,employed,phd,1
34,64691.91,14435.73,9,7,unemployed,bachelor,1
25,94015.86,5651.43,8,3,unemployed,bachelor,1
19,46633.23,6055.33,13,9,employed,bachelor,1
65,65922.01,28165.78,3,1,employed,bachelor,0
22,66254.25,15473.81,0,7,employed,bachelor,1
18,54923.25,16659.25,1,1,employed,phd,1
66,74886.67,1000.0,2,8,employed,secondary,1
27,75504.58,10223.99,9,9,self_employed,secondary,0
60,66548.22,18689.7,2,8,employed,bachelor,1
19,54887.21,16553.09,2,8,employed,bachelor,1
25,52849.4,1000.0,5,5,employed,bachelor,0
23,32644.92,16657.1,11,3,employed,phd,1
54,43881.64,17932.47,6,9,employed,bachelor,1
50,47559.85,25270.1,4,5,employed,phd,1
42,37520.56,9758.15,4,8,employed,secondary,0
30,68798.48,1000.0,12,7,employed,secondary,1
22,83932.56,7025.83,6,7,employed,secondary,0
47,41838.75,6223.48,5,4,self_employed,master,0
29,65668.83,20893.67,11,4,employed,secondary,0
48,39317.78,1000.0,5,4,employed,secondary,1
53,53901.56,11413.15,5,6,unemployed,bachelor,0
62,46193.41,26406.36,11,7,self_employed,secondary,0
43,72037.91,15057.7,4,2,employed,bachelor,1
18,46424.24,22170.53,7,3,employed,master,1
32,80233.21,1865.61,9,1,employed,secondary,1
62,55085.58,2184.08,3,5,employed,bachelor,0
45,47007.93,26497.94,1,7,unemployed,secondary,0
50,34933.89,15809.72,12,2,employed,secondary,0
41,65064.09,15826.19,4,7,employed,secondary,0
26,77904.37,6054.78,5,1,employed,bachelor,0
64,65466.43,15806.25,8,8,employed,bachelor,0
58,104776.63,5832.5,1,7,employed,bachelor,1
69,88595.75,24494.96,0,7,employed,master,1
62,53849.44,36822.65,6,7,employed,secondary,0
33,53639.45,18871.53,14,4,unemployed,bachelor,0
31,69393.93,9920.43,8,9,self_employed,bachelor,0
30,43239.62,1000.0,8,7,unemployed,secondary,0
65,83325.77,1524.29,9,2,unemployed,secondary,1
46,67232.01,27438.89,12,9,unemployed,secondary,1
41,65129.18,6766.47,12,7,unemployed,secondary,1
68,73739.07,12033.32,0,3,employed,secondary,1
49,94456.6,20242.61,8,9,employed,secondary,1
65,63419.11,26858.32,8,3,employed,master,1
69,57739.19,13403.3,3,6,self_employed,master,1
22,90174.39,11762.67,14,7,self_employed,bachelor,1
36,79351.01,15572.97,3,9,employed,bachelor,0
56,53580.4,9978.9,12,6,self_employed,phd,1
60,60103.73,10409.45,1,9,self_employed,bachelor,0
25,63907.62,18295.04,9,3,self_employed,bachelor,1
34,67236.26,16482.33,11,8,employed,bachelor,1
46,32868.0,32052.84,7,3,employed,master,0
59,29150.31,18510.79,1,9,employed,master,1
23,42252.2,24209.16,1,7,employed,secondary,0
49,40705.23,6429.72,9,6,self_employed,bachelor,1
33,47123.52,19201.26,12,1,employed,secondary,1
29,72694.21,9216.15,8,5,employed,secondary,0
44,56621.42,18163.63,1,2,employed,bachelor,0
39,63927.89,20508.12,11,9,employed,bachelor,1
51,35513.93,15398.95,6,4,employed,secondary,1
34,50767.16,34258.61,1,8,unemployed,secondary,0
60,71745.15,26423.84,5,9,employed,bachelor,1
22,71899.05,24417.96,3,1,unemployed,secondary,0
62,45508.52,21114.29,14,7,employed,master,1
19,63233.25,29106.89,13,3,employed,bachelor,0
56,103976.96,3504.25,1,1,unemployed,bachelor,1
36,59648.04,25962.26,8,3,self_employed,secondary,0
37,46136.26,7070.05,0,5,self_employed,phd,0
18,56524.75,10485.29,6,8,self_employed,master,1
54,61843.54,19491.14,2,7,employed,secondary,0
26,56976.63,24865.76,11,3,self_employed,bachelor,1
52,59372.91,5771.39,1,3,employed,master,0
55,31131.06,10899.64,13,3,self_employed,secondary,1
61,40747.39,15780.26,3,7,unemployed,bachelor,0
54,57013.3,13509.07,3,5,unemployed,master,0
33,56694.64,21832.26,13,1,self_employed,bachelor,1
56,48676.21,42487.42,13,1,self_employed,master,1
60,56459.73,18354.57,1,1,employed,secondary,1
34,61220.3,9118.43,1,9,employed,master,1
24,77788.27,4627.93,12,5,unemployed,phd,1
64,58015.77,12397.97,14,5,self_employed,secondary,1
25,67982.06,7478.0,7,7,employed,bachelor,1
48,49167.99,18740.4,2,2,self_employed,bachelor,0
30,71441.91,18616.17,2,1,employed,master,0
